text,intent,sentiment,product,plan,country,user_type
there is an unexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
there is an unexpected charge of 14 for prepaid plus,billing,negative,mobile,prepaid plus,Thailand,individual
there is an unexpected charge of 51 for postpaid silver,billing,negative,mobile,postpaid silver,USA,individual
why is my smart traffic bill 3351,billing,negative,iot,smart traffic,India,enterprise
i was billed 122 for smarting traffic can you explian,billing,neutral,iot,smart traffic,USA,enterprise
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
there is an unexpected charge of 203 for prepaid unlmiited,billing,negative,mobile,prepaid unlimited,Singapore,individual
there is an unexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
i was billed 150 for fiber 300 can you explain,billing,negative,broadband,fiber 300,Thailand,enterprise
my bill shows 118 for smart parking why is that,billing,neutral,iot,smart parking,USA,individual
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
why was i charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
i was billed 94 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
there is an unexpected charge of 4315for prepaid plus,billing,neutral,mobile,prepaid plus,India,enterprise
there is an unexpected charge of 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
i was billed 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
there is an unexpected chargeof 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
there is an unexpected charge of 5795 for smart parking,billing,negative,iot,smart parking,India,individual
why was i charged 133 for my smart parking,billing,neutral,iot,smart parking,Singapore,individual
why is my fiber 100 bill 5812,billing,negative,broadband,fiber 100,India,enterprise
why is my prepaid plus bill 38,billing,negative,mobile,prepaid plus,Thailand,individual
there is an unexpected charge of5795 for smart parking,billing,negative,iot,smart parking,India,individual
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
i was billed 170 for postpaid silver can you explain,billing,neutral,mobile,postpaid silver,Thailand,individual
there is an unexpected charge of 129 for fiber 1gbps,billing,neutral,broadband,fiber 1gbps,Thailand,enterprise
why was i charged 139 for my fiber 100,billing,neutral,broadband,fiber 100,USA,enterprise
why was i charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
i was billed 154 for fiber 300 can you explain,billing,neutral,broadband,fiber 300,Singapore,enterprise
my bill shows 94 for smart traffic why is that,billing,neutral,iot,smart traffic,Singapore,individual
why was i charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
why was i charged 133 for my smart parking,billing,neutral,iot,smart parking,Singapore,individual
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
there is an unexpected charge of 118 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
there is an unexpected charge of 1792 for smart parking,billing,neutral,iot,smart parking,India,enterprise
there is an unexpectedchagre of 189 for postpaid gold,billing,negative,mobile,postpaid gold,Singapore,individual
i was charge 32 for fiber 100 can you explain,billing,neutral,broadband,fiber 100,USA,individual
there is an unexpected charge of 4877 for prepaid plus,billing,neutral,mobile,prepaid plus,India,individual
there is an unexpected charge of 23 for fiber 300,billing,negative,broadband,fiber 300,USA,individual
why is my smart traffic bill 3351,billing,negative,iot,smart traffic,India,enterprise
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
there is an unexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
there is an unexpected charge of 41 for storage 1tb,billing,neutral,cloud,storage 1tb,USA,enterprise
i was billed 2893 for smart traffic can you explain,billing,neutral,iot,smart traffic,India,individual
why was iodine charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
my bill shows 186 for fiber 100 why is that,billing,negative,broadband,fiber 100,Singapore,individual
i was billed 150 for postpaid platinum can you explain,billing,negative,mobile,postpaid platinum,Thailand,individual
why is my fiber 300 bill 2271,billing,negative,broadband,fiber 300,India,enterprise
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
whyis my prepay unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
i was billed 122for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
there is an unexpected charge of 91 for storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
why was i charged 22 for my storage 1tb,billing,negative,cloud,storage 1tb,Thailand,individual
my bill shows 191 for smart parking why is that,billing,negative,iot,smart parking,Singapore,individual
there is an unexpected charge of 30 for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
there is an unexpected charge of 23 for fiber 300,billing,negative,broadband,fiber 300,USA,individual
there isan unexpected charge of 19 for postpaid platinum,billing,neutral,mobile,postpaid platinum,USA,enterprise
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
i was billed 122 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
my bill shows 191 for smart parking why is that,billing,negative,iot,smart parking,Singapore,individual
theer is anunexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
my bill shows 25 for smart parking why is that,billing,neutral,iot,smart parking,Thailand,enterprise
iodine was billed140 for fiber 300 can you explain,billing,negative,broadband,fiber 300,USA,individual
why is my smart parking bill 212,billing,negative,iot,smart parking,Singapore,enterprise
my bill shows 144 for postpaid silver why is that,billing,negative,mobile,postpaid silver,Thailand,enterprise
my bill shows 58 for fiber 100 why is that,billing,neutral,broadband,fiber 100,Thailand,enterprise
there is an unexpected charge of 307 for postpaid gold,billing,neutral,mobile,postpaid gold,India,individual
my bill shows 186 for fiber 100 why is that,billing,negative,broadband,fiber 100,Singapore,individual
there is an unexpected charge of 14 for prepaid plus,billing,negative,mobile,prepaid plus,Thailand,individual
i was billed 64 for vm basic can you explain,billing,negative,cloud,vm basic,Thailand,individual
i was billed 170 for postpaid silver can you explain,billing,neutral,mobile,postpaid silver,Thailand,individual
there is an unexpected charge of 30 for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
my bill shows 186 for fiber 100 why is that,billing,negative,broadband,fiber 100,Singapore,individual
why was i charged 123 for my storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
i was billed 64 for vm basic can you explain,billing,negative,cloud,vm basic,Thailand,individual
there is an unexpected charge of 203 for prepaid unlimited,billing,negative,mobile,prepaid unlimited,Singapore,individual
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
there is an unexpected charge of 135 for storage 10tb,billing,neutral,cloud,storage 10tb,Singapore,enterprise
there is an unexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why was i charged 54 for my smart parking,billing,neutral,iot,smart parking,Singapore,enterprise
there is an unexpected charge of 189 for postpaid gold,billing,negative,mobile,postpaid gold,Singapore,individual
i was billed 166 for postpaid gold can you explain,billing,neutral,mobile,postpaid gold,USA,individual
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
why was i charged 139 for my fiber 100,billing,neutral,broadband,fiber 100,USA,enterprise
whyis my fiber 300 measure 124,billing,negative,broadband,fiber 300,Singapore,individual
why is my prepaid limitless bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
why is my smart parking bill 212,billing,negative,iot,smart parking,Singapore,enterprise
there is an unexpected charge of 189 for postpaid gold,billing,negative,mobile,postpaid gold,Singapore,individual
why was i charged 22 for my storage 1tb,billing,negative,cloud,storage 1tb,Thailand,individual
why wasi charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
why was i charged 20 for my fiber 300,billing,neutral,broadband,fiber 300,USA,individual
my bill shows 118 for smart parking why is that,billing,neutral,iot,smart parking,USA,individual
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
why was i charged 148 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
my bill shows 25 for smart parking why is that,billing,neutral,iot,smart parking,Thailand,enterprise
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed 2351 for prepaid plus can you explain,billing,neutral,mobile,prepaid plus,India,individual
iodine was billed 171 for fiber 1gbps canyou explain,billing,negative,broadband,fiber 1gbps,USA,individual
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
i was billed 73 for prepaid basic can you explain,billing,negative,mobile,prepaid basic,Thailand,individual
iwas billed 3552 for prepay plus can you explain,billing,neutral,mobile,prepaid plus,India,enterprise
why is my fiber 1gbps bill 24,billing,negative,broadband,fiber 1gbps,Thailand,individual
there is an unexpected charge of 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
why was i charged 34 for my fiber 100,billing,neutral,broadband,fiber 100,Singapore,enterprise
there is an unexpected charge of 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
i was billed 2700 for fleet iot can you explain,billing,neutral,iot,fleet iot,India,individual
there is an unexpected charge of 95 for storage 1tb,billing,negative,cloud,storage 1tb,Singapore,enterprise
there is an unexpected charge of 179for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
why wasi charged 146 for my fibre 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
there isan unexpected charge of 30 for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
why is my fibre 1gbps bill 24,billing,negative,broadband,fiber 1gbps,Thailand,individual
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
why is my vm enterprise bill 139,billing,negative,cloud,vm enterprise,Singapore,individual
i was billed 163 for fiber 300 can you explain,billing,neutral,broadband,fiber 300,Thailand,enterprise
i was billed 88 for postpaid silver can you explain,billing,negative,mobile,postpaid silver,Thailand,enterprise
